6048,29367241,TIME SALE!  Cozy Japanse  house/ Near  Ikebukuro,140342229,Marco,,Itabashi Ku,35.74536,139.70318,Entire home/apt,8956,2,32,23/09/2019,2.92,3,47
122,4813245,*NEW*TOKYO HOUSE group&family up to 6 persons WIFI,9782688,Kevin,,Toshima Ku,35.73028,139.68568,Entire home/apt,20501,3,137,15/09/2019,2.44,4,279
12770,38764881,5 mins to Shinjuku & 2 mins to station #3M3A,296454809,Matsudaira,,Shinjuku Ku,35.71154,139.70296,Entire home/apt,7985,1,0,,,1,31
2502,21237503,C# Newly-Builtâ˜…48ãŽ¡â˜…Serviced Residencial Hotel#,152808713,æ‚ ,,Sumida Ku,35.7161,139.80814,Entire home/apt,21041,1,96,13/09/2019,5.27,6,132
2663,21673572,2floor house with carparking. 5mins to Shimo sta!,150079409,Mariko,,Kita Ku,35.78119,139.73398,Entire home/apt,7985,2,36,12/09/2019,1.63,1,177
2492,21219249,4min to Kasai Sta. Direct buses to Airport&Disney.,51779608,Taka & Tomo,,Edogawa Ku,35.66251,139.86941,Entire home/apt,22983,2,65,03/08/2019,2.9,3,283
3121,23160613,Shinjuku 2min Shinkubo 3min/Portable wifi / 40ãŽ¡,115473355,Masao,,Shinjuku Ku,35.70241,139.69914,Entire home/apt,2698,2,32,24/09/2019,1.62,3,285
3843,25302264,Brand new art apartmentâ˜…3min station & supermarket,191116680,Aoca,,Setagaya Ku,35.61312,139.63615,Entire home/apt,40031,2,15,24/06/2019,1.02,7,0
3455,24144270,By AKB ElectricTown!4pax&1DK!TVï½¥pocketwifi#1,173598497,Shigeru,,Chiyoda Ku,35.69645,139.77287,Entire home/apt,29996,2,65,13/09/2019,3.7,4,155
10498,35236016,ã€NEW OPENã€‘10 PRV ROOMS! SKYTREE VIEW 3 MIN AWAY!,262337485,Plays,,Katsushika Ku,35.73525,139.8513,Entire home/apt,44995,1,7,22/09/2019,2.21,2,116
9411,33853146,"Muslim friendly! ""HALAL""  Moosaâ€™s guest room 301",40834345,Kenny,,Koto Ku,35.68976,139.83015,Entire home/apt,19962,2,0,,,5,32
3575,24543844,Double balcony  peaceful area Shinjuku / Free WiFi,185279286,Noh,,Shinjuku Ku,35.70199,139.70484,Entire home/apt,7985,1,56,16/09/2019,3.37,3,122
5458,28345281,â—†Free WIFIâ—†Near Shinjuku! Lovely room  I5,214015771,John,,Shinjuku Ku,35.70052,139.704,Entire home/apt,3453,2,42,29/08/2019,3.4,2,189
11218,36393926,Tokyo tower/3 min from Azabujuban Sta/freeWIFI/302,250003495,Yj,,Minato Ku,35.65608,139.73561,Entire home/apt,14027,2,8,16/09/2019,3.81,4,115
6706,30158092,5minJR sta#HighQualityHouse@NostalgicOtsuka(7F-2),197405131,Han,,Toshima Ku,35.73115,139.73375,Entire home/apt,10035,2,29,27/09/2019,2.94,22,134
11052,36113818,Urban House Shinjuku Shibuya Tokyo 3minto station,72628657,Mari,,Nakano Ku,35.70167,139.68306,Entire home/apt,34960,2,9,19/09/2019,3.86,2,119
2358,20863544,"Kokubunji Studio, 21 min from Shinjuku",67268289,Tommy,,Kokubunji Shi,35.69925,139.47852,Entire home/apt,7014,2,49,22/09/2019,2.01,2,234
9908,34550745,Galicia Otsuka 1BR BIZ Room 303 @Ikebukuro,212729499,MetroResidences,,Toshima Ku,35.73542,139.7246,Entire home/apt,10035,6,7,05/09/2019,1.78,28,43
9401,33841458,6min Akabane stiation/Free wifi/max 6 guests #103,253559407,Eri,,Kita Ku,35.77451,139.71846,Entire home/apt,11006,1,9,29/08/2019,1.84,23,149
10508,35244431,Asakusa temple/Ueno/Akihabara/Ginza/Wi-Fi/Max5,171074320,Coco,,Taito Ku,35.71803,139.80001,Entire home/apt,14027,1,0,,,2,38
9748,34344996,Family Room MAX6 Near Kameido Sta,190765258,Mikayo,,Koto Ku,35.69847,139.82723,Entire home/apt,11977,2,5,07/07/2019,1.19,46,61
6640,30091886,Sensoji Asakusa 8min|â˜†Direct Airportâ˜†|WIFI|Max6,221617005,Ikuo,,Taito Ku,35.71758,139.80188,Entire home/apt,18019,1,31,07/09/2019,3.01,8,144
8548,32678087,é¢¨ã®è°· â­ï¸(Kazenotani)Near by Shinjuku,110230403,Cc,,Nakano Ku,35.70931,139.68348,Entire home/apt,14998,1,16,18/09/2019,2.36,20,46
6683,30135496,NEW#5min walk to Otsuka#PrivateComfyApt#Free WIFI,166958391,æ¸©ç”°,,Toshima Ku,35.72994,139.73371,Entire home/apt,11977,1,31,15/09/2019,3.23,2,147
7142,30717255,Cozy Room! 5min to nearest sta! Skytree AS963,228962093,Ayu-Pon Family,,Sumida Ku,35.71395,139.82732,Entire home/apt,14998,1,13,29/07/2019,1.4,7,180
5758,28919787,IKEBUKURO North Apt. 3 Min to Station#101,217994451,Shinichi,,Toshima Ku,35.73916,139.71893,Entire home/apt,4963,2,31,04/09/2019,2.79,2,316
9357,33722165,"three stations , nearby ueno",24087904,Rinrin,,Bunkyo Ku,35.72929,139.76371,Entire home/apt,4532,2,18,23/08/2019,3.29,6,104
12452,38386390,"Narita direct! AotoSta.6minâ˜…Mobile WiFiâ˜…English,ä¸­æ–‡",292372708,Akihito,,Katsushika Ku,35.7481,139.85602,Entire home/apt,18019,1,1,15/09/2019,1,1,81
6465,29809513,Brand New/DoMo S204 5min walk to ShinOkubo Station,30324135,DoMo,,Shinjuku Ku,35.69966,139.69801,Entire home/apt,19962,1,28,27/08/2019,2.68,41,21
7137,30703888,Shinjuku Ocean World Opening Big Discount,208133335,å‹åš,,Shinjuku Ku,35.69038,139.68407,Entire home/apt,34960,1,18,26/09/2019,1.93,3,258
6136,29444926,AnniversarySALEæ± è¢‹é§…ã¾ã§å¾’æ­©12åˆ†â˜†æ–°å®¿ï½¥æ¸‹è°·ï½´ï¾˜ï½±!æµ…è‰ã‚‚è¿‘ã„!FREEWiFi!,221304985,Trust,,Toshima Ku,35.73377,139.72028,Entire home/apt,7985,2,46,15/09/2019,4.18,4,16
10468,35175753,1 stop to Shinjuku sta WiFi two-803,151510730,æž—,,Shinjuku Ku,35.69533,139.69041,Entire home/apt,12085,1,12,21/09/2019,3.05,6,93
6505,29874402,LICENSED Shibuya area 140 cm W bed +pocket WiFi,60901397,Mack,,Shibuya Ku,35.65685,139.7091,Entire home/apt,25033,3,50,02/09/2019,5.03,2,199
8704,32874432,[9PAX]JR 3mins walk/near Shuttle bus stop/WiFi/202,237789969,Myonje,,Toshima Ku,35.72537,139.70952,Entire home/apt,25033,1,21,16/09/2019,3.32,6,179
4325,26457743,Licensed Tokyo Rental - Convenient Near Shibuya,131748110,Kumina,,Setagaya Ku,35.62928,139.63497,Entire home/apt,9927,30,19,21/08/2019,1.35,25,206
8326,32475954,"Near Sensoji Temple/Airport direct, queen size bed",232836811,Youjiang,,Sumida Ku,35.72187,139.82328,Entire home/apt,10035,1,21,15/09/2019,3.42,57,249
1142,15304067,"Seidokan 202/Quiet, entirely private room with freedom of access (own bathroom/toilet)",17694529,Hisao,,Arakawa Ku,35.72785,139.78121,Entire home/apt,2482,1,172,26/09/2019,4.84,9,18
11834,37537832,ï½½ï½¶ï½²ï¾‚ï¾˜ï½°ã‚’è‡¨ã‚€  æ±äº¬ã®1æ£Ÿè²¸åˆ‡ãŠå®¿,283508060,Takuya,,Sumida Ku,35.70839,139.80616,Entire home/apt,19962,2,0,,,1,56
3002,22735300,Great Location#Ryogoku station 1min#Max4#Free Wifi,89591055,Anna,,Sumida Ku,35.69377,139.7934,Entire home/apt,14782,1,8,25/06/2019,0.45,11,293
9481,33956100,F1: 101 6mins JR Nakano Sta.Spacious Nice Apt.,198707164,Taka,,Nakano Ku,35.69622,139.67087,Entire home/apt,16725,1,0,,,2,93
9393,33839874,Akabane /Free WIFI / 13min Akabane stiation #202,253559407,Eri,,Kita Ku,35.77287,139.72922,Entire home/apt,6474,1,9,24/09/2019,2.2,23,156
11298,36534302,#1ç‰¹ä¾¡!3åã¾ã§!æ± è¢‹3åˆ†â˜†é§…ã¾ã§3åˆ†ï½¤Wi-Fiä»˜ãâ™ªéƒ½å†…ã®è¦³å…‰ã«æœ€é©,225207864,å°å®¤,,Toshima Ku,35.73066,139.72662,Entire home/apt,8956,1,2,10/09/2019,1.76,14,89
9572,34098124,"1 BR Modern Apartment, 2min from Harajuku Station",93791154,Kenji,,Shibuya Ku,35.67201,139.70415,Entire home/apt,24817,3,15,24/09/2019,3.06,1,98
12040,37894276,Center of Tokyo 4BR & paring downtown close to JR,3268251,Teresa,,Toshima Ku,35.74247,139.71396,Entire home/apt,26975,2,0,,,2,31
12366,38278528,[IBASHO]OpenSale50%off / 3DBL Bed / Elevator / 7F,159032482,Ken & Masaya,,Minato Ku,35.64554,139.72467,Entire home/apt,25033,2,0,,,9,342
11035,36083287,ï½¢ç•³ï½£1 min walk to station â€¢SkyTree/Asakusa/Ueno 501,235406925,Sayokoä½ä»£å­,,Sumida Ku,35.70862,139.81393,Entire home/apt,21904,1,0,,,10,59
110,4606903,Reversible Destiny Lofts/for2people,23871736,Matsuda,,Mitaka Shi,35.68145,139.53738,Entire home/apt,21472,3,20,18/08/2019,0.5,2,144
12390,38328979,ï½¼ï¾ï¾Œï½«ï¾†ï½°ç™¾äººç”ºã®æœ 201å·å®¤,287730845,æœé™½,,Shinjuku Ku,35.70027,139.70073,Entire home/apt,10035,2,0,,,9,148
3939,25782610,Hidden Pikachu house/5min to Asakusa &SkyTree/WiFi,193349617,Yurie,,Sumida Ku,35.71759,139.82786,Entire home/apt,19962,2,37,06/08/2019,2.64,2,93
7063,30592240,ã€Long Term Rentalã€‘2 Bedroom Near Shinjuku Room 801,202650064,Shiro,,Shinjuku Ku,35.70057,139.70368,Entire home/apt,10035,30,1,10/08/2019,0.6,5,64
58,3235958,Experience normal Japan life 1,16241464,Kaori,,Itabashi Ku,35.78077,139.63209,Entire home/apt,5503,1,82,24/08/2019,1.35,2,53
1411,16471780,SHIBUYA Sta. 8min! WACLASS SHIBUYA 40ãŽ¡ A11 Modern,103922453,Tina,,Shibuya Ku,35.65565,139.69681,Entire home/apt,11977,30,57,12/03/2019,1.7,14,137
